replication,branch,r_used,split,sse,den,ARI,d_hat,pr_d_hat_eq_K_true,n_origins,MSPE
5,robustness_K_equals_d_hat,8,tune,47749.65708166899,24900,0.012686479346434213,2.678714859437751,0.0,249,1.9176569109104014
5,robustness_K_equals_d_hat,9,eval,48794.00815409221,25000,0.006687923961228135,2.716,0.0,250,1.9517603261636884
5,robustness_K_equals_d_hat,9,tune,47986.25928250932,24900,0.008006596746740693,2.465863453815261,0.0,249,1.9271590073296918
6,primary_fixed_K,1,eval,53145.097450205154,25000,0.033431400510938236,5.0,0.0,250,2.1258038980082063
6,primary_fixed_K,1,tune,53159.28157981527,24900,0.014472416495448214,5.0,0.0,249,2.1349109068198904
6,primary_fixed_K,2,eval,51867.17184109988,25000,0.005257770126639177,5.0,0.0,250,2.074686873643995
6,primary_fixed_K,2,tune,51421.46744207755,24900,0.003539294583536678,5.0,0.0,249,2.0651191743806243
6,primary_fixed_K,3,eval,50006.574249251156,25000,0.04547811325093635,4.0,1.0,250,2.0002629699700463
6,primary_fixed_K,3,tune,49666.35949037592,24900,0.059523966786045365,4.0,1.0,249,1.9946329112600771
6,primary_fixed_K,4,eval,48132.24121090561,25000,0.18425077936462986,3.0,0.0,250,1.9252896484362243
6,primary_fixed_K,4,tune,47893.16712737524,24900,0.22746850045765143,3.0,0.0,249,1.9234203665612548
6,primary_fixed_K,5,eval,47616.22920914763,25000,0.6185940300541896,2.0,0.0,250,1.904649168365905
6,primary_fixed_K,5,tune,47173.3627933935,24900,0.6020502511066265,2.6224899598393576,0.0,249,1.8945125619836747
6,primary_fixed_K,6,eval,47890.680012361685,25000,0.2489080264042586,1.856,0.0,250,1.9156272004944674
6,primary_fixed_K,6,tune,47482.99375843281,24900,0.2686731033633902,2.0481927710843375,0.0,249,1.9069475404993095
6,primary_fixed_K,7,eval,47461.27666330856,25000,-0.0005130211302648836,2.568,0.0,250,1.8984510665323424
6,primary_fixed_K,7,tune,47226.912808663954,24900,0.0031728572284486336,2.923694779116466,0.024096385542168676,249,1.8966631650065844
6,primary_fixed_K,8,eval,47683.73579557955,25000,-0.0020972942996064087,2.532,0.0,250,1.907349431823182
6,primary_fixed_K,8,tune,47316.16983226166,24900,-0.005767370330574278,2.9156626506024095,0.0,249,1.900247784428179
6,primary_fixed_K,9,eval,47685.694837349656,25000,-0.007195775235419722,2.596,0.028,250,1.9074277934939863
6,primary_fixed_K,9,tune,47413.79647432056,24900,-0.0033007005325366655,2.5943775100401605,0.0,249,1.9041685331052434
6,robustness_K_equals_d_hat,1,eval,53432.06089392984,25000,0.019859116702643488,5.0,0.0,250,2.137282435757194
