r_used,metric,n_replications_planned,n_replications_valid,coverage_fraction,mean,sd,mcse,ci95_low,ci95_high,n_replications_any_valid_origin,series
3.0,QR_Q_P4_largest_canonical_correlation,20,20,1.0,0.33035466057533913,0.05575890496442098,0.01246807018513958,0.3042586897657915,0.35645063138488675,20,cell
3.0,QR_Q_P4_purity,20,20,1.0,0.0523002027938156,0.01664782601842168,0.0037225670654780535,0.04450878038162206,0.06009162520600914,20,cell
3.0,QR_Q_P4_shared_energy,20,20,1.0,0.15690060838144687,0.04994347805526503,0.01116770119643416,0.13352634114486622,0.18027487561802752,20,cell
3.0,QR_Q_P4_smallest_principal_angle,20,20,1.0,1.2335015109189973,0.05897103694471342,0.013186324731203071,1.2059022160673507,1.2611008057706439,20,cell
3.0,U4_Q_C_capture,20,20,1.0,0.4346997613246314,0.018780594818590204,0.004199468667224803,0.42591017238839607,0.4434893502608667,20,cell
3.0,U4_Q_C_dim_Q,20,20,1.0,3.0,0.0,0.0,3.0,3.0,20,cell
3.0,U4_Q_C_dim_U,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,U4_Q_C_excess_capture,20,20,1.0,0.39469976132463147,0.018780594818590193,0.0041994686672248,0.38591017238839614,0.4034893502608668,20,cell
3.0,U4_Q_C_excess_purity,20,20,1.0,0.2960248209934736,0.014085446113942659,0.0031496015004186034,0.2894326292912971,0.3026170126956501,20,cell
3.0,U4_Q_C_expected_random_capture,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
3.0,U4_Q_C_expected_random_purity,20,20,1.0,0.030000000000000006,7.119154932824459e-18,1.5918914372148438e-18,0.030000000000000002,0.03000000000000001,20,cell
3.0,U4_Q_C_full_capture,20,20,1.0,0.45544605163035234,0.018614748990190083,0.004162384412616059,0.44673408093105293,0.46415802232965175,20,cell
3.0,U4_Q_C_full_dim_Q,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,U4_Q_C_full_dim_U,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,U4_Q_C_full_excess_capture,20,20,1.0,0.41544605163035236,0.018614748990190087,0.00416238441261606,0.40673408093105295,0.4241580223296518,20,cell
3.0,U4_Q_C_full_excess_purity,20,20,1.0,0.41544605163035236,0.018614748990190087,0.00416238441261606,0.40673408093105295,0.4241580223296518,20,cell
3.0,U4_Q_C_full_expected_random_capture,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
3.0,U4_Q_C_full_expected_random_purity,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
3.0,U4_Q_C_full_largest_canonical_correlation,20,20,1.0,0.9556544570363166,0.01108921393085688,0.0024796236166433634,0.9504645451608033,0.9608443689118299,20,cell
3.0,U4_Q_C_full_purity,20,20,1.0,0.45544605163035234,0.018614748990190083,0.004162384412616059,0.44673408093105293,0.46415802232965175,20,cell
3.0,U4_Q_C_full_shared_energy,20,20,1.0,1.8217842065214094,0.07445899596076036,0.01664953765046424,1.7869363237242117,1.856632089318607,20,cell
3.0,U4_Q_C_full_smallest_principal_angle,20,20,1.0,0.29612721428731753,0.0399050806277942,0.008923047293135781,0.2774510616641618,0.3148033669104733,20,cell
3.0,U4_Q_C_largest_canonical_correlation,20,20,1.0,0.9383514727182621,0.021345178175178562,0.004772926939154418,0.9283616218246787,0.9483413236118455,20,cell
3.0,U4_Q_C_purity,20,20,1.0,0.3260248209934736,0.014085446113942664,0.0031496015004186043,0.31943262929129707,0.3326170126956501,20,cell
3.0,U4_Q_C_shared_energy,20,20,1.0,1.3040992839738943,0.056341784455770635,0.012598406001674414,1.2777305171651883,1.3304680507826003,20,cell
3.0,U4_Q_C_smallest_principal_angle,20,20,1.0,0.3479669933942119,0.06054582437037325,0.0135384579045918,0.31963067534030754,0.37630331144811624,20,cell
3.0,U4_Q_C_unique_capture,20,20,1.0,0.4399880482215848,0.013224366089037862,0.0029570581534431695,0.4337988543761442,0.44617724206702547,20,cell
3.0,U4_Q_C_unique_dim_Q,20,20,1.0,3.0,0.0,0.0,3.0,3.0,20,cell
3.0,U4_Q_C_unique_dim_U,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,U4_Q_C_unique_excess_capture,20,20,1.0,0.39998804822158485,0.013224366089037872,0.0029570581534431716,0.3937988543761442,0.4061772420670255,20,cell
3.0,U4_Q_C_unique_excess_purity,20,20,1.0,0.29999103616618855,0.0099182745667784,0.002217793615082378,0.29534914078210805,0.30463293155026905,20,cell
3.0,U4_Q_C_unique_expected_random_capture,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
3.0,U4_Q_C_unique_expected_random_purity,20,20,1.0,0.030000000000000006,7.119154932824459e-18,1.5918914372148438e-18,0.030000000000000002,0.03000000000000001,20,cell
3.0,U4_Q_C_unique_largest_canonical_correlation,20,20,1.0,0.962755839244722,0.007543600366709672,0.0016868003215055169,0.9592253255968274,0.9662863528926166,20,cell
3.0,U4_Q_C_unique_purity,20,20,1.0,0.32999103616618863,0.009918274566778393,0.002217793615082376,0.32534914078210814,0.33463293155026913,20,cell
3.0,U4_Q_C_unique_shared_energy,20,20,1.0,1.3199641446647545,0.039673098267113585,0.008871174460329508,1.3013965631284325,1.3385317262010765,20,cell
3.0,U4_Q_C_unique_smallest_principal_angle,20,20,1.0,0.2721591358707002,0.027998382871427276,0.006260628736057714,0.2590554893304118,0.28526278241098857,20,cell
3.0,U4_Q_F_capture,20,20,1.0,0.39237043473201944,0.0011100110724121255,0.0002482060213690954,0.3918509335588449,0.39288993590519394,20,cell
3.0,U4_Q_F_dim_Q,20,20,1.0,5.0,0.0,0.0,5.0,5.0,20,cell
3.0,U4_Q_F_dim_U,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,U4_Q_F_excess_capture,20,20,1.0,0.35237043473201946,0.0011100110724121149,0.000248206021369093,0.35185093355884495,0.35288993590519396,20,cell
3.0,U4_Q_F_excess_purity,20,20,1.0,0.4404630434150242,0.0013875138405151383,0.0003102575267113651,0.43981366694855606,0.4411124198814923,20,cell
3.0,U4_Q_F_expected_random_capture,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
