contrast,r_a,r_b,metric,n_paired,mean_delta,sd_delta,mcse_delta,t_stat,p_value,ci95_low,ci95_high,deltas_by_replication
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_shared_energy,20,-1.152348089567472,0.11860430089782563,0.026520727923137744,-43.45084693403598,0.0,-1.2078566110510163,-1.0968395680839278,0:-1.037555756;1:-1.267467982;2:-1.082627877;3:-0.7884675688;4:-1.030426118;5:-1.226351329;6:-1.314632978;7:-1.242995253;8:-1.09320453;9:-1.065204027;10:-1.219652681;11:-1.13260096;12:-1.228638218;13:-1.15785482;14:-1.206218142;15:-1.284163866;16:-1.124879969;17:-1.146741911;18:-1.225719085;19:-1.171558722
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_smallest_principal_angle,20,0.9270748642519229,0.11286560757799545,0.025237517086621322,36.73399649696028,0.0,0.8742521339160849,0.9798975945877608,0:0.8256066715;1:1.080583178;2:0.9297744273;3:0.6059912488;4:0.8129081699;5:0.9686209215;6:1.054400502;7:1.004375882;8:0.9561753985;9:0.8744941867;10:1.004452796;11:0.946915252;12:1.038817633;13:0.8855366861;14:0.7867932575;15:1.017630777;16:0.9014381303;17:0.8567538184;18:1.019400027;19:0.9708283212
H-over: r=7 minus r=5,7,5,UMP_Q_F_capture,20,-0.0026718954316782006,0.002705274740220512,0.000604917821694615,-4.41695604899383,0.0002960810119327917,-0.003938002983425278,-0.001405787879931123,0:-0.002276543758;1:-0.0005123672942;2:-0.001172208549;3:-0.01173125289;4:-0.003755457561;5:-0.001703710883;6:-0.001652109233;7:-0.001276670842;8:-0.003929292272;9:-0.001452996833;10:-0.003932985233;11:-0.001184819453;12:-0.001547703922;13:-0.007200169616;14:-0.0004476930147;15:-0.004470844238;16:-0.001274935517;17:-0.001804092671;18:-0.001236613686;19:-0.0008754411639
H-over: r=7 minus r=5,7,5,UMP_Q_F_dim_Q,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_F_dim_U,20,0.26400000000000007,0.31157325741604025,0.06966989835533065,3.7892979067307717,0.0012396856481542429,0.11817922687411433,0.40982077312588583,0:0.28;1:0.32;2:0.32;3:0.48;4:0.92;5:0.16;6:0.44;7:0.56;8:0.4;9:0.68;10:-0.16;11:0.16;12:0;13:0.16;14:-0.32;15:0.04;16:-0.16;17:0.2;18:0.12;19:0.68
H-over: r=7 minus r=5,7,5,UMP_Q_F_excess_capture,20,-0.0053118954316782345,0.004383284537677896,0.0009801322190971513,-5.419570266317014,3.141708354270634e-05,-0.007363335742749122,-0.003260455120607347,0:-0.005076543758;1:-0.003712367294;2:-0.004372208549;3:-0.01653125289;4:-0.01295545756;5:-0.003303710883;6:-0.006052109233;7:-0.006876670842;8:-0.007929292272;9:-0.008252996833;10:-0.002332985233;11:-0.002784819453;12:-0.001547703922;13:-0.008800169616;14:0.002752306985;15:-0.004870844238;16:0.0003250644831;17:-0.003804092671;18:-0.002436613686;19:-0.007675441164
H-over: r=7 minus r=5,7,5,UMP_Q_F_excess_purity,20,-0.006652694434787968,0.006795972404293433,0.0015196256269212798,-4.377850910731313,0.00032361979832273846,-0.009833307425629443,-0.003472081443946492,0:-0.005715089369;1:-0.001300081207;2:-0.0029261456;3:-0.0293729276;4:-0.009474651447;5:-0.004270173967;6:-0.003713838907;7:-0.003245367166;8:-0.009850937617;9:-0.003639438297;10:-0.009825133106;11:-0.002936781126;12:-0.003869229168;13:-0.0180136744;14:-0.0008581363045;15:-0.01117524341;16:-0.003166750944;17:-0.004525002593;18:-0.002940022789;19:-0.002235263676
H-over: r=7 minus r=5,7,5,UMP_Q_F_expected_random_capture,20,0.002640000000000001,0.0031157325741604028,0.0006966989835533066,3.7892979067307717,0.0012396856481542429,0.0011817922687411434,0.0040982077312588586,0:0.0028;1:0.0032;2:0.0032;3:0.0048;4:0.0092;5:0.0016;6:0.0044;7:0.0056;8:0.004;9:0.0068;10:-0.0016;11:0.0016;12:0;13:0.0016;14:-0.0032;15:0.0004;16:-0.0016;17:0.002;18:0.0012;19:0.0068
H-over: r=7 minus r=5,7,5,UMP_Q_F_expected_random_purity,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_F_largest_canonical_correlation,20,-0.08238042119072791,0.04382306380577226,0.00979913496520174,-8.406907495740558,7.95932559860546e-08,-0.10289024638528824,-0.06187059599616759,0:-0.08807152081;1:-0.03266065927;2:-0.05203801182;3:-0.2007369615;4:-0.1112899347;5:-0.07133830334;6:-0.07477707585;7:-0.06017947155;8:-0.1242941646;9:-0.06078985129;10:-0.1135832717;11:-0.05115124983;12:-0.06473804012;13:-0.1646837398;14:-0.02822326587;15:-0.1115570112;16:-0.06218460673;17:-0.07421239641;18:-0.05210446812;19:-0.04899441932
H-over: r=7 minus r=5,7,5,UMP_Q_F_purity,20,-0.006652694434787958,0.006795972404293438,0.001519625626921281,-4.377850910731303,0.0003236197983229605,-0.009833307425629436,-0.00347208144394648,0:-0.005715089369;1:-0.001300081207;2:-0.0029261456;3:-0.0293729276;4:-0.009474651447;5:-0.004270173967;6:-0.003713838907;7:-0.003245367166;8:-0.009850937617;9:-0.003639438297;10:-0.009825133106;11:-0.002936781126;12:-0.003869229168;13:-0.0180136744;14:-0.0008581363045;15:-0.01117524341;16:-0.003166750944;17:-0.004525002593;18:-0.002940022789;19:-0.002235263676
H-over: r=7 minus r=5,7,5,UMP_Q_F_shared_energy,20,-0.013359477158391198,0.01352637370110253,0.0030245891084730676,-4.416956048993905,0.0002960810119327917,-0.01969001491712657,-0.007028939399655824,0:-0.01138271879;1:-0.002561836471;2:-0.005861042746;3:-0.05865626446;4:-0.0187772878;5:-0.008518554416;6:-0.008260546167;7:-0.006383354211;8:-0.01964646136;9:-0.007264984167;10:-0.01966492616;11:-0.005924097264;12:-0.00773851961;13:-0.03600084808;14:-0.002238465073;15:-0.02235422119;16:-0.006374677585;17:-0.009020463357;18:-0.006183068431;19:-0.004377205819
H-over: r=7 minus r=5,7,5,UMP_Q_F_smallest_principal_angle,20,0.08267736881649879,0.044254318075077806,0.009895566351377161,8.354991102150775,8.742099599778896e-08,0.06196571041107338,0.1033890272219242,0:0.08825342249;1:0.03267692224;2:0.05209582169;3:0.2026690275;4:0.1116898954;5:0.07144816947;6:0.07488921558;7:0.06026522919;8:0.1247787638;9:0.06087972404;10:0.1139376014;11:0.05120322111;12:0.06484520208;13:0.1657694141;14:0.02823859669;15:0.1120960198;16:0.06228055435;17:0.07433099395;18:0.05215983905;19:0.04903974241
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_capture,20,-0.022065193219333364,0.007133926931522641,0.0015951945565401112,-13.832289690852223,2.2694957024782525e-11,-0.02540397379763294,-0.01872641264103379,0:-0.03130622743;1:-0.01567500572;2:-0.02845193712;3:-0.02708404607;4:-0.0197618866;5:-0.02510499336;6:-0.03097570615;7:-0.009645190063;8:-0.02893965044;9:-0.01380994625;10:-0.02545047837;11:-0.01575104154;12:-0.01997285757;13:-0.02675194635;14:-0.03180906457;15:-0.02488043603;16:-0.01851866379;17:-0.008048254717;18:-0.01742408775;19:-0.02194244449
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_dim_Q,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_dim_U,20,0.26400000000000007,0.31157325741604025,0.06966989835533065,3.7892979067307717,0.0012396856481542429,0.11817922687411433,0.40982077312588583,0:0.28;1:0.32;2:0.32;3:0.48;4:0.92;5:0.16;6:0.44;7:0.56;8:0.4;9:0.68;10:-0.16;11:0.16;12:0;13:0.16;14:-0.32;15:0.04;16:-0.16;17:0.2;18:0.12;19:0.68
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_excess_capture,20,-0.024705193219333295,0.0071341481471868095,0.001595244021866388,-15.486780003995221,3.134159598516817e-12,-0.028044077329750627,-0.021366309108915963,0:-0.03410622743;1:-0.01887500572;2:-0.03165193712;3:-0.03188404607;4:-0.0289618866;5:-0.02670499336;6:-0.03537570615;7:-0.01524519006;8:-0.03293965044;9:-0.02060994625;10:-0.02385047837;11:-0.01735104154;12:-0.01997285757;13:-0.02835194635;14:-0.02860906457;15:-0.02528043603;16:-0.01691866379;17:-0.01004825472;18:-0.01862408775;19:-0.02874244449
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_excess_purity,20,-0.05472599043979794,0.016681719345743296,0.0037301458438655324,-14.671273652690656,8.122391648157645e-12,-0.06253327541745951,-0.046918705462136376,0:-0.07850730106;1:-0.03955237692;2:-0.0709651385;3:-0.07172642368;4:-0.05707798166;5:-0.06291708961;6:-0.07003587638;7:-0.02421635968;8:-0.07345231428;9:-0.03597688667;10:-0.06357126088;11:-0.03914098922;12:-0.04994373388;13:-0.06637191952;14:-0.06341236853;15:-0.06225320832;16:-0.04611401746;17:-0.020696897;18:-0.04237146243;19:-0.05621620313
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_expected_random_capture,20,0.002640000000000001,0.0031157325741604028,0.0006966989835533066,3.7892979067307717,0.0012396856481542429,0.0011817922687411434,0.0040982077312588586,0:0.0028;1:0.0032;2:0.0032;3:0.0048;4:0.0092;5:0.0016;6:0.0044;7:0.0056;8:0.004;9:0.0068;10:-0.0016;11:0.0016;12:0;13:0.0016;14:-0.0032;15:0.0004;16:-0.0016;17:0.002;18:0.0012;19:0.0068
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_expected_random_purity,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_largest_canonical_correlation,20,-0.20593266572070248,0.06368626296451603,0.014240681322158511,-14.460871714071088,1.04602992934133e-11,-0.2357387542791427,-0.17612657716226227,0:-0.3335598678;1:-0.2014747695;2:-0.2310513345;3:-0.1487233487;4:-0.09674618943;5:-0.2515949901;6:-0.3273214571;7:-0.1831243903;8:-0.2636274227;9:-0.1253554962;10:-0.2194953886;11:-0.1483260112;12:-0.243859107;13:-0.1925541101;14:-0.2299253776;15:-0.2451742563;16:-0.1986979905;17:-0.1148666038;18:-0.1592189069;19:-0.2039562962
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_purity,20,-0.05472599043979801,0.016681719345743338,0.003730145843865542,-14.671273652690639,8.122391648157645e-12,-0.0625332754174596,-0.046918705462136424,0:-0.07850730106;1:-0.03955237692;2:-0.0709651385;3:-0.07172642368;4:-0.05707798166;5:-0.06291708961;6:-0.07003587638;7:-0.02421635968;8:-0.07345231428;9:-0.03597688667;10:-0.06357126088;11:-0.03914098922;12:-0.04994373388;13:-0.06637191952;14:-0.06341236853;15:-0.06225320832;16:-0.04611401746;17:-0.020696897;18:-0.04237146243;19:-0.05621620313
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_shared_energy,20,-0.11032596609666682,0.035669634657613206,0.007975972782700557,-13.832289690852223,2.2694957024782525e-11,-0.1270198689881647,-0.09363206320516895,0:-0.1565311372;1:-0.07837502862;2:-0.1422596856;3:-0.1354202303;4:-0.09880943302;5:-0.1255249668;6:-0.1548785308;7:-0.04822595032;8:-0.1446982522;9:-0.06904973123;10:-0.1272523919;11:-0.07875520769;12:-0.09986428786;13:-0.1337597317;14:-0.1590453229;15:-0.1244021802;16:-0.09259331894;17:-0.04024127359;18:-0.08712043874;19:-0.1097122225
H-over: r=7 minus r=5,7,5,UMP_Q_F_unique_smallest_principal_angle,20,0.21099893540449927,0.06601107754891977,0.01476052566673948,14.294811727467955,1.279976125090343e-11,0.18010480012830296,0.24189307068069557,0:0.3436942074;1:0.2049342677;2:0.237610491;3:0.155117096;4:0.09965404798;5:0.2567614132;6:0.3380525015;7:0.1846917788;8:0.271653798;9:0.1272059943;10:0.2237037812;11:0.1499669325;12:0.2489827698;13:0.1986861579;14:0.238232166;15:0.251347057;16:0.2024677282;17:0.1161344517;18:0.162404417;19:0.208677651
H-over: r=7 minus r=5,7,5,UMP_Q_P4_capture,20,-0.38187057661638246,0.035546000151029794,0.00794832726659204,-48.04414360508774,0.0,-0.3985066167776687,-0.36523453645509624,0:-0.3681348088;1:-0.4348117283;2:-0.3535615746;3:-0.2798117558;4:-0.3258005264;5:-0.363211396;6:-0.4084746632;7:-0.413800424;8:-0.3729333365;9:-0.3651447604;10:-0.3769204836;11:-0.3942121579;12:-0.3988851521;13:-0.3767102413;14:-0.3944877377;15:-0.4244481585;16:-0.3925696088;17:-0.3978094827;18:-0.4187631407;19:-0.3769203949
H-over: r=7 minus r=5,7,5,UMP_Q_P4_dim_Q,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_P4_dim_U,20,0.26400000000000007,0.31157325741604025,0.06966989835533065,3.7892979067307717,0.0012396856481542429,0.11817922687411433,0.40982077312588583,0:0.28;1:0.32;2:0.32;3:0.48;4:0.92;5:0.16;6:0.44;7:0.56;8:0.4;9:0.68;10:-0.16;11:0.16;12:0;13:0.16;14:-0.32;15:0.04;16:-0.16;17:0.2;18:0.12;19:0.68
H-over: r=7 minus r=5,7,5,UMP_Q_P4_excess_capture,20,-0.38451057661638244,0.03444025111335633,0.007701074265162757,-49.92947261342325,0.0,-0.4006291102981525,-0.36839204293461236,0:-0.3709348088;1:-0.4380117283;2:-0.3567615746;3:-0.2846117558;4:-0.3350005264;5:-0.364811396;6:-0.4128746632;7:-0.419400424;8:-0.3769333365;9:-0.3719447604;10:-0.3753204836;11:-0.3958121579;12:-0.3988851521;13:-0.3783102413;14:-0.3912877377;15:-0.4248481585;16:-0.3909696088;17:-0.3998094827;18:-0.4199631407;19:-0.3837203949
H-over: r=7 minus r=5,7,5,UMP_Q_P4_excess_purity,20,-0.7642516191371277,0.0659915898902604,0.014756168093791013,-51.7920109258381,0.0,-0.795136633908324,-0.7333666043659314,0:-0.7579472046;1:-0.8807540793;2:-0.7156714609;3:-0.6137000737;4:-0.7332797865;5:-0.7348148037;6:-0.7493448547;7:-0.8452681551;8:-0.7660914973;9:-0.7652946089;10:-0.7526211948;11:-0.7780232685;12:-0.7943713549;13:-0.7487497798;14:-0.6181607982;15:-0.8506599201;16:-0.7741063138;17:-0.8070303961;18:-0.8193821219;19:-0.77976071
H-over: r=7 minus r=5,7,5,UMP_Q_P4_expected_random_capture,20,0.002640000000000001,0.0031157325741604028,0.0006966989835533066,3.7892979067307717,0.0012396856481542429,0.0011817922687411434,0.0040982077312588586,0:0.0028;1:0.0032;2:0.0032;3:0.0048;4:0.0092;5:0.0016;6:0.0044;7:0.0056;8:0.004;9:0.0068;10:-0.0016;11:0.0016;12:0;13:0.0016;14:-0.0032;15:0.0004;16:-0.0016;17:0.002;18:0.0012;19:0.0068
H-over: r=7 minus r=5,7,5,UMP_Q_P4_expected_random_purity,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_P4_largest_canonical_correlation,20,-0.5128059527941241,0.08940710229471738,0.01999203584022655,-25.650511878449745,4.440892098500626e-16,-0.5546497647043104,-0.47096214088393784,0:-0.4641425125;1:-0.6567613418;2:-0.4986751556;3:-0.2901296457;4:-0.3900182893;5:-0.5231273412;6:-0.5835056536;7:-0.6023043439;8:-0.5174285082;9:-0.4679347996;10:-0.580419046;11:-0.4717332315;12:-0.5527287259;13:-0.4609220998;14:-0.3990080415;15:-0.6315124234;16:-0.5099238373;17:-0.5035587613;18:-0.6153496949;19:-0.5369356029
H-over: r=7 minus r=5,7,5,UMP_Q_P4_purity,20,-0.7642516191371277,0.06599158989026041,0.014756168093791015,-51.79201092583809,0.0,-0.795136633908324,-0.7333666043659314,0:-0.7579472046;1:-0.8807540793;2:-0.7156714609;3:-0.6137000737;4:-0.7332797865;5:-0.7348148037;6:-0.7493448547;7:-0.8452681551;8:-0.7660914973;9:-0.7652946089;10:-0.7526211948;11:-0.7780232685;12:-0.7943713549;13:-0.7487497798;14:-0.6181607982;15:-0.8506599201;16:-0.7741063138;17:-0.8070303961;18:-0.8193821219;19:-0.77976071
H-over: r=7 minus r=5,7,5,UMP_Q_P4_shared_energy,20,-1.5274823064655298,0.14218400060411918,0.03179330906636816,-48.04414360508774,0.0,-1.5940264671106747,-1.460938145820385,0:-1.472539235;1:-1.739246913;2:-1.414246299;3:-1.119247023;4:-1.303202106;5:-1.452845584;6:-1.633898653;7:-1.655201696;8:-1.491733346;9:-1.460579041;10:-1.507681934;11:-1.576848632;12:-1.595540609;13:-1.506840965;14:-1.577950951;15:-1.697792634;16:-1.570278435;17:-1.591237931;18:-1.675052563;19:-1.50768158
H-over: r=7 minus r=5,7,5,UMP_Q_P4_smallest_principal_angle,20,0.8324100149667542,0.12427500804456384,0.027788736589197796,29.95494279831108,0.0,0.7742475208439481,0.8905725090895602,0:0.8103162942;1:1.033598938;2:0.7770088346;3:0.5013536254;4:0.6859463598;5:0.7990510795;6:0.9516335156;7:0.9358881904;8:0.8120266268;9:0.8079957619;10:0.8630573108;11:0.8073032074;12:0.8629430265;13:0.7440441296;14:0.6647142525;15:1.005439055;16:0.8555417486;17:0.8780775206;18:0.9632225727;19:0.8890382499
