run_id,replication,r_used,forecast_origin_index,eigen_rank,eigenvalue,exceeds_mp_edge,sq_projection_Q_F,sq_projection_Q_F_unique,sq_projection_Q_C,sq_projection_Q_C_unique,sq_projection_Q_C_full,sq_projection_Q_P4
fullgrid_formal_20260817,0,9,0,3,1.7082070778944043,False,0.00030970102508885814,0.001145643538485616,0.0057342853980469136,0.00657022791144366,0.006522718122981283,0.004183148108061729
fullgrid_formal_20260817,0,9,0,4,1.6939608261369385,False,0.00028343648289477574,0.004896177863544792,0.038665228223694406,0.04327796960434445,0.06127613196545774,0.04637456143766731
fullgrid_formal_20260817,0,9,0,5,1.669018657704706,False,3.2805876809637694e-05,0.0023559520691674414,0.1343431328921676,0.13666627908452536,0.13439307078598764,0.14832930077013468
fullgrid_formal_20260817,0,9,0,6,1.652803997853571,False,9.559580112109508e-05,0.0001674859126518555,0.026938844971314015,0.027010735082844746,0.030593794365270613,0.028256719762383857
fullgrid_formal_20260817,0,9,0,7,1.617406718083513,False,6.610126259868662e-05,0.0006484831262448886,0.02833986604857454,0.028922247912220717,0.044418620941793,0.03864262895321508
fullgrid_formal_20260817,0,9,0,8,1.6031340938382042,False,8.252019062953949e-05,0.0001719006221171472,0.00450425149913407,0.004593631930621667,0.010883021039986606,0.013613800637809691
fullgrid_formal_20260817,0,1,20,1,21.330204424523078,True,0.9928999846070582,0.9527303483648065,0.04058132468132663,0.0004116884390757009,0.04059936916166555,0.04448010587842652
fullgrid_formal_20260817,0,1,20,2,18.971341040865415,True,0.992358886288319,0.9860709928245689,0.006759196932784485,0.0004713034690341598,0.023269291316541787,0.017025481688302573
fullgrid_formal_20260817,0,1,20,3,13.393865644007912,True,0.9853122383884307,0.9454926271201104,0.04368700184234755,0.00386739057402738,0.04574409095981248,0.04149025260798881
fullgrid_formal_20260817,0,1,20,4,7.574577017973676,True,0.9832136562328133,0.8998022169168872,0.08492469405313066,0.0015132547372051922,0.08512965108995162,0.08199671191818894
fullgrid_formal_20260817,0,1,20,5,2.76471310908056,True,0.0033735682378927415,0.051320565412351304,0.7148958588372818,0.7628428560117402,0.8782328256562274,0.9050159885026088
fullgrid_formal_20260817,0,1,20,6,1.6546922071187573,False,0.002161734392790386,0.0754815051260133,0.46549555391263353,0.5388153246458556,0.8585843200110719,0.8755685438656948
fullgrid_formal_20260817,0,1,20,7,0.6941200201325761,False,0.0007863338584630068,0.0008586971718256524,0.004263435632494964,0.004335798945857583,0.004294310563160475,0.008812237330059293
fullgrid_formal_20260817,0,1,20,8,0.6865670946946999,False,0.0002373451895850352,0.000857341131935392,0.05712708723277959,0.05774708317512987,0.07582520797479785,0.06666035883517192
fullgrid_formal_20260817,0,2,20,1,21.813967186695287,True,0.9889537435196724,0.9795816838986879,0.010138847783095865,0.0007667881621117674,0.02668091405894115,0.01973643982965936
fullgrid_formal_20260817,0,2,20,2,15.228067401807143,True,0.9711918022276618,0.9312329290409254,0.04491160990682962,0.004952736720092695,0.0458212324546344,0.04207380404977293
fullgrid_formal_20260817,0,2,20,3,9.403564561358227,True,0.975548441986751,0.8798192747572787,0.09925010864137844,0.0035209414119060905,0.09990554836409984,0.0967534742911091
fullgrid_formal_20260817,0,2,20,4,3.71043529825475,True,0.006021220633450168,0.05405732828812394,0.6610782062815597,0.7091143139362333,0.8332054267541887,0.8665499282787223
fullgrid_formal_20260817,0,2,20,5,2.3810430153049973,True,0.004847229450678429,0.07942458431092989,0.4667830922721759,0.5413604471324275,0.8090764316155843,0.8276269444466969
fullgrid_formal_20260817,0,2,20,6,1.161393055894407,False,0.000558156819267207,0.002744320709409059,0.06812200463560851,0.07030816852575031,0.07002153414789393,0.08745121685278116
fullgrid_formal_20260817,0,2,20,7,1.133476739265048,False,0.0009579153120335257,0.009228365407226012,0.0951598003156389,0.10343025041083123,0.1915952171205479,0.20397001591949884
fullgrid_formal_20260817,0,2,20,8,1.131457577393807,False,0.0007491648195921155,0.0010872201709648595,0.039705445913371565,0.040043501264744284,0.040374647611519446,0.05052571008550816
fullgrid_formal_20260817,0,4,20,1,13.3755267015659,True,0.9807882327125526,0.8856690233671272,0.10030832902758616,0.0051891196821609135,0.10077987172475732,0.0973225694723289
fullgrid_formal_20260817,0,4,20,2,5.793293104819354,True,0.009965365060910074,0.07287915158873368,0.70825482083876,0.7711686073665835,0.8750335935022645,0.8982049267392193
fullgrid_formal_20260817,0,4,20,3,3.585424256906715,True,0.0027385306609197966,0.07998861658421344,0.48694725483028223,0.5641973407535749,0.8716119230760647,0.8836622811016279
fullgrid_formal_20260817,0,4,20,4,1.4896766949109184,False,0.0006694279174080329,0.0012305711865262885,0.2134213906877292,0.2139825339568471,0.24566347481452794,0.26996407716033205
fullgrid_formal_20260817,0,4,20,5,1.4662402238546488,False,0.00044123772109084787,0.005180744893178307,0.1206931897509808,0.12543269692306816,0.16482517677166653,0.13626203218216842
fullgrid_formal_20260817,0,4,20,6,1.4208044364452712,False,0.000389713051494819,0.0006143877063157044,0.004677838283012861,0.004902512937833726,0.004678633791231114,0.0022295949404746124
fullgrid_formal_20260817,0,4,20,7,1.3998096992390683,False,0.0006614097178332871,0.005594049497482323,0.059286503745735485,0.0642191435253845,0.0774771907251415,0.09068765478594396
fullgrid_formal_20260817,0,4,20,8,1.3664539492607188,False,0.0003329572866195886,0.0015338074003199988,0.09288874561920998,0.09408959573291026,0.12690051203593347,0.13738483769199483
